category,query_id,query_number,avg_runtime_ms,min_runtime_ms,max_runtime_ms,runs,status,error,sql_preview,max_join_type_score,avg_join_type_score,has_full_scan,has_index_scan,has_range_scan,has_ref_scan,num_tables,num_indexes_used,index_coverage_ratio,has_no_index,avg_possible_keys,total_rows_examined,max_rows_examined,avg_rows_examined,log_rows_examined,avg_filtered_pct,min_filtered_pct,has_filesort,has_temp_table,has_using_index,has_using_where,has_impossible_where,has_subquery,has_derived,has_union,num_select_types,category_encoded,log_avg_runtime,runtime_ratio,needs_index,predicted_needs_index,index_priority_score
single_table_filters,Q011,11,117.1477,115.3637,118.8108,3,OK,,SELECT * FROM ORDERS WHERE O_TOTALPRICE > 15000 AND O_ORDERDATE > '1996-01-01',11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,148465.0,148465.0,148465.0,11.908111254781456,25.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.771935536663919,0.8322888962382148,1,1,0.9985714285714287
single_table_filters,Q012,12,138.3369,127.9487,156.7924,3,OK,,"SELECT O_ORDERKEY, O_TOTALPRICE FROM ORDERS WHERE O_TOTALPRICE >= 30000",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,74232.0,74232.0,74232.0,11.21496407422151,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.936894741615146,0.9828299301652215,0,0,0.005
single_table_filters,Q013,13,5.6598,5.4944,5.9262,3,OK,,"SELECT O_ORDERKEY, O_TOTALPRICE FROM ORDERS WHERE O_TOTALPRICE <= 15000",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5049.0,5049.0,5049.0,8.527143522269405,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1.8960894540713573,0.040210680149324725,0,0,0.0
single_table_filters,Q014,14,22.3795,21.726,23.2925,3,OK,,"SELECT O_ORDERKEY, O_ORDERDATE FROM ORDERS WHERE O_ORDERDATE BETWEEN '1994-01-01' AND '1995-01-01'",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,42896.0,42896.0,42896.0,10.666557172400957,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,3.151859570015414,0.15899765299159205,0,0,0.005
single_table_filters,Q015,15,3.2249,3.0725,3.3344,3,OK,,"SELECT O_ORDERKEY, O_CUSTKEY FROM ORDERS WHERE O_CUSTKEY BETWEEN 500 AND 1000",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4884.0,4884.0,4884.0,8.493924564476883,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1.4409955918899773,0.022911661615879944,0,0,0.0
single_table_filters,Q016,16,10.6476,10.3576,10.8335,3,OK,,SELECT * FROM ORDERS WHERE O_TOTALPRICE > 20000 AND O_CUSTKEY < 500,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,4973.0,4973.0,4973.0,8.51197962436335,50.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2.4551001502053356,0.0756470613728312,0,0,0.006785714285714286
single_table_filters,Q017,17,71.4923,71.2577,71.7777,3,OK,,SELECT O_ORDERKEY FROM ORDERS WHERE O_TOTALPRICE > 5000,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,74232.0,74232.0,74232.0,11.21496407422151,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.2834803493237255,0.507925016509341,0,0,0.0
single_table_filters,Q018,18,69.1439,68.833,69.5765,3,OK,,SELECT O_ORDERKEY FROM ORDERS WHERE O_TOTALPRICE > 15000,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,74232.0,74232.0,74232.0,11.21496407422151,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.250548846245794,0.4912405468703654,0,0,0.0
single_table_filters,Q019,19,67.1977,66.6993,67.9461,3,OK,,SELECT O_ORDERKEY FROM ORDERS WHERE O_TOTALPRICE > 25000,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,74232.0,74232.0,74232.0,11.21496407422151,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.222410839940562,0.47741355197538393,0,0,0.0
single_table_filters,Q020,20,64.4176,64.2631,64.5417,3,OK,,SELECT O_ORDERKEY FROM ORDERS WHERE O_TOTALPRICE > 35000,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,74232.0,74232.0,74232.0,11.21496407422151,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.180791335408552,0.45766202155325986,0,0,0.0
single_table_filters,Q021,21,61.8069,61.6546,61.9334,3,OK,,SELECT O_ORDERKEY FROM ORDERS WHERE O_TOTALPRICE > 45000,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,74232.0,74232.0,74232.0,11.21496407422151,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.140064940050065,0.4391140123186859,0,0,0.0
single_table_filters,Q022,22,59.1216,58.7822,59.5798,3,OK,,SELECT O_ORDERKEY FROM ORDERS WHERE O_TOTALPRICE > 55000,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,74232.0,74232.0,74232.0,11.21496407422151,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.09636917797043,0.42003599906645406,0,0,0.0
single_table_filters,Q023,23,3.6646,3.5685,3.738,3,OK,,"SELECT O_ORDERKEY, O_TOTALPRICE FROM ORDERS WHERE O_TOTALPRICE BETWEEN 5000 AND 15000",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3601.0,3601.0,3601.0,8.189244525735901,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1.5400020857141064,0.026035559291002403,0,0,0.0
single_table_filters,Q024,24,6.6843,6.6393,6.7353,3,OK,,"SELECT O_ORDERKEY, O_TOTALPRICE FROM ORDERS WHERE O_TOTALPRICE BETWEEN 15000 AND 30000",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6517.0,6517.0,6517.0,8.782322859397507,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2.0391792863097233,0.04748935462774856,0,0,0.0
single_table_filters,Q025,25,16.7854,16.5582,17.02,3,OK,,"SELECT O_ORDERKEY, O_TOTALPRICE FROM ORDERS WHERE O_TOTALPRICE BETWEEN 30000 AND 60000",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,33410.0,33410.0,33410.0,10.41664046606121,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2.8783778960105897,0.11925374581760402,0,0,0.005
single_table_filters,Q026,26,18.7942,18.6268,18.9713,3,OK,,"SELECT O_ORDERKEY, O_TOTALPRICE FROM ORDERS WHERE O_TOTALPRICE BETWEEN 10000 AND 50000",9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,38162.0,38162.0,38162.0,10.549621738824321,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2.9853889654953947,0.1335254893922822,0,0,0.005
single_table_filters,Q027,27,1620.0645,1615.2056,1623.6445,3,OK,,SELECT * FROM LINEITEM WHERE L_QUANTITY > 20,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,7.390838311196995,11.509928872182,1,1,1.0
single_table_filters,Q028,28,1124.8387,1108.8589,1140.4963,3,OK,,SELECT * FROM LINEITEM WHERE L_QUANTITY BETWEEN 10 AND 30,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,7.026283547994261,7.991541960013116,1,1,1.0
single_table_filters,Q029,29,1139.0324,1106.5394,1156.2054,3,OK,,SELECT * FROM LINEITEM WHERE L_SHIPDATE > '1996-01-01',11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,594745.0,594745.0,594745.0,13.295889702627665,50.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,7.038811962037302,8.092382684214584,1,1,1.0
single_table_filters,Q030,30,1198.5883,1196.007,1203.023,3,OK,,SELECT * FROM LINEITEM WHERE L_DISCOUNT > 0.05,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,7.089733693576207,8.515504216054078,1,1,1.0
single_table_filters,Q031,31,1055.0611,1050.6125,1060.553,3,OK,,SELECT * FROM LINEITEM WHERE L_QUANTITY > 30,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,6.962301322440875,7.495799220837257,1,1,1.0
single_table_filters,Q032,32,576.2059,574.9377,578.2429,3,OK,,SELECT * FROM LINEITEM WHERE L_QUANTITY BETWEEN 5 AND 15,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,6.358199048607696,4.093719061637123,1,1,1.0
single_table_filters,Q033,33,0.2726,0.2103,0.3854,3,OK,,"SELECT L_ORDERKEY, L_PARTKEY FROM LINEITEM WHERE L_PARTKEY = 500",3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,27.0,27.0,27.0,3.332204510175204,100.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.2410620518165547,0.001936717094014969,0,0,0.0
single_table_filters,Q034,34,820.2251,802.5503,852.4761,3,OK,,SELECT * FROM LINEITEM WHERE L_SHIPDATE BETWEEN '1995-01-01' AND '1997-01-01',11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,594745.0,594745.0,594745.0,13.295889702627665,50.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,6.710797249704467,5.827380675385683,1,1,1.0
single_table_filters,Q035,35,1452.3211,1433.5452,1486.0682,3,OK,,SELECT * FROM LINEITEM WHERE L_DISCOUNT BETWEEN 0.02 AND 0.07,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,7.28160663020835,10.3181771840375,1,1,1.0
single_table_filters,Q036,36,282.8599,280.722,286.6779,3,OK,,"SELECT L_ORDERKEY, L_QUANTITY FROM LINEITEM WHERE L_QUANTITY >= 25",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,5.648480806584711,2.0096096975105087,1,1,1.0
single_table_filters,Q037,37,648.4531,647.8392,649.4667,3,OK,,SELECT * FROM LINEITEM WHERE L_RETURNFLAG = 'R',11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,6.47613062411159,4.607007349365363,1,1,1.0
single_table_filters,Q038,38,1193.4692,1177.8043,1223.0152,3,OK,,SELECT * FROM LINEITEM WHERE L_QUANTITY > 15 AND L_DISCOUNT > 0.03,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,7.085457181586213,8.479134999341047,1,1,1.0
single_table_filters,Q039,39,101.2093,100.589,102.2095,3,OK,,"SELECT L_ORDERKEY, L_QUANTITY FROM LINEITEM WHERE L_QUANTITY < 10",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.627022671672586,0.7190527563583609,1,1,1.0
single_table_filters,Q040,40,172.6173,172.1296,173.5081,3,OK,,"SELECT L_ORDERKEY, L_QUANTITY FROM LINEITEM WHERE L_QUANTITY >= 35",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,5.156853451638963,1.2263788541185257,1,1,1.0
single_table_filters,Q041,41,407.8428,406.6735,408.67,3,OK,,SELECT * FROM LINEITEM WHERE L_SHIPDATE BETWEEN '1994-01-01' AND '1995-01-01',11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,594745.0,594745.0,594745.0,13.295889702627665,29.99,29.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,6.01333073008237,2.8975646457480857,1,1,1.0
single_table_filters,Q042,42,479.0082,476.065,483.0188,3,OK,,SELECT * FROM LINEITEM WHERE L_DISCOUNT < 0.02,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,6.1738031870893515,3.4031671647591377,1,1,1.0
single_table_filters,Q043,43,662.9701,660.1478,666.471,3,OK,,SELECT * FROM LINEITEM WHERE L_QUANTITY > 20 AND L_SHIPDATE > '1996-01-01',11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,594745.0,594745.0,594745.0,13.295889702627665,16.66,16.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,6.4982371183420655,4.7101449944637315,1,1,1.0
single_table_filters,Q044,44,259.89,258.0412,263.4901,3,OK,,SELECT L_ORDERKEY FROM LINEITEM WHERE L_QUANTITY > 5,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,5.56409886254648,1.8464174818912333,1,1,1.0
single_table_filters,Q045,45,230.778,229.4327,233.1468,3,OK,,SELECT L_ORDERKEY FROM LINEITEM WHERE L_QUANTITY > 10,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,5.445780016996809,1.6395880319977494,1,1,1.0
single_table_filters,Q046,46,201.7376,201.3291,202.2561,3,OK,,SELECT L_ORDERKEY FROM LINEITEM WHERE L_QUANTITY > 15,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,5.311912532062345,1.4332672722874327,1,1,1.0
single_table_filters,Q047,47,143.9925,143.5314,144.493,3,OK,,SELECT L_ORDERKEY FROM LINEITEM WHERE L_QUANTITY > 25,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.976682016944904,1.0230107709462597,1,1,1.0
single_table_filters,Q048,48,101.4443,100.9496,101.9204,3,OK,,SELECT L_ORDERKEY FROM LINEITEM WHERE L_QUANTITY > 35,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.629319236241073,0.7207223400600979,1,1,1.0
single_table_filters,Q049,49,121.6168,109.4672,142.1562,3,OK,,"SELECT L_ORDERKEY, L_QUANTITY FROM LINEITEM WHERE L_QUANTITY BETWEEN 1 AND 10",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.809064045109328,0.8640401154783552,1,1,1.0
single_table_filters,Q050,50,119.2101,118.8219,119.8084,3,OK,,"SELECT L_ORDERKEY, L_QUANTITY FROM LINEITEM WHERE L_QUANTITY BETWEEN 10 AND 20",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.789241045193364,0.846941446989119,1,1,1.0
single_table_filters,Q051,51,229.6021,228.7167,230.1045,3,OK,,"SELECT L_ORDERKEY, L_QUANTITY FROM LINEITEM WHERE L_QUANTITY BETWEEN 20 AND 40",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,5.440693714471724,1.6312337193387172,1,1,1.0
single_table_filters,Q052,52,122.1979,121.4869,123.2067,3,OK,,SELECT L_ORDERKEY FROM LINEITEM WHERE L_QUANTITY BETWEEN 30 AND 50,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.813792005499598,0.8681686052191188,1,1,1.0
single_table_filters,Q053,53,97.0442,95.9321,98.0914,3,OK,,SELECT L_ORDERKEY FROM LINEITEM WHERE L_DISCOUNT > 0.08,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,594745.0,594745.0,594745.0,13.295889702627665,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,4.585418397399603,0.6894613390132335,1,1,1.0
single_table_filters,Q054,54,24.7933,22.1305,28.8731,3,OK,,SELECT * FROM CUSTOMER WHERE C_ACCTBAL > 1000,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14892.0,14892.0,14892.0,9.608646582885868,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,3.250114768279824,0.17614676422245534,1,1,1.0
single_table_filters,Q055,55,21.276,21.0218,21.7295,3,OK,,SELECT * FROM CUSTOMER WHERE C_ACCTBAL > 500,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14892.0,14892.0,14892.0,9.608646582885868,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,3.103509865727422,0.15115771420492471,1,1,1.0
single_table_filters,Q056,56,1.4044,1.3582,1.4856,3,OK,,SELECT * FROM CUSTOMER WHERE C_NATIONKEY = 10,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,630.0,630.0,630.0,6.447305862541213,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8773003921828699,0.009977716386040435,0,0,0.005
single_table_filters,Q057,57,5.3577,5.2808,5.4159,3,OK,,SELECT * FROM CUSTOMER WHERE C_ACCTBAL BETWEEN 200 AND 800,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14892.0,14892.0,14892.0,9.608646582885868,11.11,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1.8496666767261196,0.03806437701615554,1,1,1.0
single_table_filters,Q058,58,10.3609,10.1407,10.4826,3,OK,,SELECT * FROM CUSTOMER WHERE C_NATIONKEY BETWEEN 1 AND 10,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14892.0,14892.0,14892.0,9.608646582885868,40.58,40.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2.4301776355069555,0.073610169256712,1,1,1.0
single_table_filters,Q059,59,1.0125,1.0004,1.0311,3,OK,,"SELECT C_CUSTKEY, C_NAME FROM CUSTOMER WHERE C_NATIONKEY = 5",3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,616.0,616.0,616.0,6.424869023905388,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.6993777303105814,0.007193419140462788,0,0,0.0
single_table_filters,Q060,60,6.3657,6.1586,6.4814,3,OK,,SELECT * FROM CUSTOMER WHERE C_MKTSEGMENT = 'BUILDING',11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14892.0,14892.0,14892.0,9.608646582885868,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1.9968340895258174,0.04522582540488293,1,1,1.0
single_table_filters,Q061,61,3.1712,3.1341,3.2049,3,OK,,"SELECT C_CUSTKEY, C_NAME FROM CUSTOMER WHERE C_ACCTBAL < 300",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14892.0,14892.0,14892.0,9.608646582885868,33.33,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1.4282037641971002,0.022530143978504287,1,1,1.0
